Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Differential,Opponent Differential
11/23/2013,Tulsa,Away,72,Creighton,82,Home,,Loss,5.73,12.12
11/23/2013,Southern Miss,Away,67,Houston Bap,62,Away,Neutral Site,Win,9.36,-9.10
11/23/2013,Houston Bap,Away,62,Southern Miss,67,Away,Neutral Site,Loss,-9.10,9.36
11/23/2013,Coastal Car,Home,70,St Francis NY,59,Away,,Win,4.33,2.13
11/23/2013,St Francis NY,Away,59,Coastal Car,70,Home,,Loss,2.13,4.33
11/23/2013,ETSU,Home,66,SF Austin,58,Away,,Win,0.58,13.85
11/23/2013,SF Austin,Away,58,ETSU,66,Home,,Loss,13.85,0.58
11/23/2013,Louisville,Away,71,Fairfield,57,Away,Neutral Site,Win,21.15,-6.56
11/23/2013,Fairfield,Away,57,Louisville,71,Away,Neutral Site,Loss,-6.56,21.15
11/23/2013,Grand Canyon,Away,78,Lamar,69,Away,Neutral Site,Win,0.45,-10.57
11/23/2013,Lamar,Away,69,Grand Canyon,78,Away,Neutral Site,Loss,-10.57,0.45
11/23/2013,Drake,Home,88,NE Omaha,80,Away,,Win,0.03,5.40
11/23/2013,NE Omaha,Away,80,Drake,88,Home,,Loss,5.40,0.03
11/23/2013,Radford,Away,69,Binghamton,63,Home,,Win,4.48,-10.00
11/23/2013,Binghamton,Home,63,Radford,69,Away,,Loss,-10.00,4.48
11/23/2013,Colgate,Home,81,St Francis PA,64,Away,,Win,2.42,-7.55
11/23/2013,St Francis PA,Away,64,Colgate,81,Home,,Loss,-7.55,2.42
11/23/2013,Jacksonville,Home,76,Florida A&M,72,Away,,Win,-5.13,-2.78
11/23/2013,Florida A&M,Away,72,Jacksonville,76,Home,,Loss,-2.78,-5.13
11/23/2013,Cleveland St,Home,87,Robert Morris,74,Away,,Win,7.06,0.29
11/23/2013,Robert Morris,Away,74,Cleveland St,87,Home,,Loss,0.29,7.06
11/23/2013,Princeton,Away,70,Rice,56,Home,,Win,7.21,-7.67
11/23/2013,Rice,Home,56,Princeton,70,Away,,Loss,-7.67,7.21
11/23/2013,Northern Arizona,Home,83,San Diego Chr,59,Away,,Win,-1.41,0.00
11/23/2013,San Diego Chr,Away,59,Northern Arizona,83,Home,,Loss,0.00,-1.41
11/23/2013,NJIT,Home,91,Lafayette,88,Away,,Win,1.66,-3.32
11/23/2013,Lafayette,Away,88,NJIT,91,Home,,Loss,-3.32,1.66
11/24/2013,New Mexico,Away,79,Davidson,58,Away,Neutral Site,Win,8.27,6.09
11/24/2013,Davidson,Away,58,New Mexico,79,Away,Neutral Site,Loss,6.09,8.27
11/24/2013,Kansas St,Away,52,Long Beach St,38,Away,Neutral Site,Win,4.00,-0.59
11/24/2013,Long Beach St,Away,38,Kansas St,52,Away,Neutral Site,Loss,-0.59,4.00
11/24/2013,St Francis NY,Away,68,Oakland,62,Away,Neutral Site,Win,2.13,-3.00
11/24/2013,Oakland,Away,62,St Francis NY,68,Away,Neutral Site,Loss,-3.00,2.13
11/24/2013,Georgetown,Away,84,VA Commonwealth,80,Away,Neutral Site,Win,2.84,10.12
11/24/2013,VA Commonwealth,Away,80,Georgetown,84,Away,Neutral Site,Loss,10.12,2.84
11/24/2013,North Carolina,Away,93,Louisville,84,Away,Neutral Site,Win,7.25,21.15
11/24/2013,Louisville,Away,84,North Carolina,93,Away,Neutral Site,Loss,21.15,7.25
11/24/2013,South Alabama,Home,79,Houston Bap,59,Away,,Win,-1.48,-9.10
11/24/2013,Houston Bap,Away,59,South Alabama,79,Home,,Loss,-9.10,-1.48
11/24/2013,UC Irvine,Home,81,E Washington,58,Away,,Win,7.38,1.06
11/24/2013,E Washington,Away,58,UC Irvine,81,Home,,Loss,1.06,7.38
11/24/2013,Duke,Home,91,Vermont,90,Away,,Win,11.56,10.66
11/24/2013,Vermont,Away,90,Duke,91,Home,,Loss,10.66,11.56
11/24/2013,Oregon,Home,100,San Francisco,82,Away,,Win,7.84,3.75
11/24/2013,San Francisco,Away,82,Oregon,100,Home,,Loss,3.75,7.84
11/24/2013,Richmond,Away,68,Fairfield,47,Away,Neutral Site,Win,1.39,-6.56
11/24/2013,Fairfield,Away,47,Richmond,68,Away,Neutral Site,Loss,-6.56,1.39
11/24/2013,UCLA,Home,106,Chattanooga,65,Away,,Win,11.06,1.97
11/24/2013,Chattanooga,Away,65,UCLA,106,Home,,Loss,1.97,11.06
11/24/2013,Belmont,Away,85,Hofstra,75,Away,Neutral Site,Win,5.88,-4.67
11/24/2013,Hofstra,Away,75,Belmont,85,Away,Neutral Site,Loss,-4.67,5.88
11/24/2013,Maryland,Away,80,Northern Iowa,66,Away,Neutral Site,Win,3.25,3.45
11/24/2013,Northern Iowa,Away,66,Maryland,80,Away,Neutral Site,Loss,3.45,3.25
11/24/2013,Massachusetts,Away,62,Clemson,56,Away,Neutral Site,Win,5.34,5.38
11/24/2013,Clemson,Away,56,Massachusetts,62,Away,Neutral Site,Loss,5.38,5.34
11/24/2013,N Illinois,Home,111,St Joseph's IN,61,Away,,Win,-0.63,0.00
11/24/2013,St Joseph's IN,Away,61,N Illinois,111,Home,,Loss,0.00,-0.63
11/24/2013,Providence,Away,71,La Salle,63,Away,Neutral Site,Win,3.68,-0.65
11/24/2013,La Salle,Away,63,Providence,71,Away,Neutral Site,Loss,-0.65,3.68
11/24/2013,Charlotte,Away,63,Michigan,61,Away,Neutral Site,Win,-0.19,9.03
11/24/2013,Michigan,Away,61,Charlotte,63,Away,Neutral Site,Loss,9.03,-0.19
11/24/2013,Nebraska,Away,73,Georgia,65,Away,Neutral Site,Win,2.13,2.28
11/24/2013,Georgia,Away,65,Nebraska,73,Away,Neutral Site,Loss,2.28,2.13
11/24/2013,ULL,Away,73,Coastal Car,69,Home,,Win,6.39,4.33
11/24/2013,Coastal Car,Home,69,ULL,73,Away,,Loss,4.33,6.39
11/24/2013,Florida St,Away,62,Northeastern,60,Away,Neutral Site,Win,4.56,-2.81
11/24/2013,Northeastern,Away,60,Florida St,62,Away,Neutral Site,Loss,-2.81,4.56
11/24/2013,Temple,Away,87,UAB,66,Away,Neutral Site,Win,-4.19,2.77
11/24/2013,UAB,Away,66,Temple,87,Away,Neutral Site,Loss,2.77,-4.19
11/24/2013,Holy Cross,Away,80,Hartford,55,Away,Neutral Site,Win,1.88,-0.45
11/24/2013,Hartford,Away,55,Holy Cross,80,Away,Neutral Site,Loss,-0.45,1.88
11/24/2013,Portland St,Home,79,UC Davis,63,Away,,Win,1.00,-7.55
11/24/2013,UC Davis,Away,63,Portland St,79,Home,,Loss,-7.55,1.00
11/24/2013,IPFW,Away,76,Kennesaw,66,Home,,Win,6.59,-9.29
11/24/2013,Kennesaw,Home,66,IPFW,76,Away,,Loss,-9.29,6.59
11/24/2013,Notre Dame,Home,93,Army,60,Away,,Win,1.41,-0.81
11/24/2013,Army,Away,60,Notre Dame,93,Home,,Loss,-0.81,1.41
11/24/2013,SMU,Home,87,Ark Pine Bluff,61,Away,,Win,9.09,-7.45
11/24/2013,Ark Pine Bluff,Away,61,SMU,87,Home,,Loss,-7.45,9.09
11/24/2013,Loyola-Chicago,Away,73,Edwardsville,72,Away,Neutral Site,Win,-2.94,-3.23
11/24/2013,Edwardsville,Away,72,Loyola-Chicago,73,Away,Neutral Site,Loss,-3.23,-2.94
11/24/2013,Morehead St,Away,63,Nevada,58,Home,,Win,3.94,-1.50
11/24/2013,Nevada,Home,58,Morehead St,63,Away,,Loss,-1.50,3.94
11/24/2013,Toledo,Away,94,FL Atlantic,74,Away,Neutral Site,Win,6.39,-2.25
11/24/2013,FL Atlantic,Away,74,Toledo,94,Away,Neutral Site,Loss,-2.25,6.39
11/24/2013,Penn St,Home,93,Longwood,67,Away,,Win,0.59,-10.47
11/24/2013,Longwood,Away,67,Penn St,93,Home,,Loss,-10.47,0.59
11/24/2013,Georgia Tech,Home,78,NC A&T,71,Away,,Win,-0.12,-7.91
11/24/2013,NC A&T,Away,71,Georgia Tech,78,Home,,Loss,-7.91,-0.12
11/24/2013,Purdue,Home,81,Siena,73,Away,,Win,0.59,-1.72
11/24/2013,Siena,Away,73,Purdue,81,Home,,Loss,-1.72,0.59
11/24/2013,Bryant,Away,60,New Hampshire,55,Home,,Win,1.47,-7.00
11/24/2013,New Hampshire,Home,55,Bryant,60,Away,,Loss,-7.00,1.47
11/24/2013,South Carolina,Home,84,Florida Intl,72,Away,,Win,-1.56,-1.35
11/24/2013,Florida Intl,Away,72,South Carolina,84,Home,,Loss,-1.35,-1.56
11/24/2013,Boston Univ,Away,72,Long Island,57,Away,Neutral Site,Win,4.41,-8.10
11/24/2013,Long Island,Away,57,Boston Univ,72,Away,Neutral Site,Loss,-8.10,4.41
11/24/2013,Colorado,Home,70,Harvard,62,Away,,Win,2.91,13.13
11/24/2013,Harvard,Away,62,Colorado,70,Home,,Loss,13.13,2.91
11/24/2013,High Point,Home,66,Wofford,56,Away,,Win,-1.43,5.25
11/24/2013,Wofford,Away,56,High Point,66,Home,,Loss,5.25,-1.43
11/24/2013,TCU,Away,64,Washington St,62,Home,,Win,-8.84,-1.52
11/24/2013,Washington St,Home,62,TCU,64,Away,,Loss,-1.52,-8.84
11/24/2013,North Dakota,Home,95,N Dakota St,77,Away,,Win,0.15,11.03
11/24/2013,N Dakota St,Away,77,North Dakota,95,Home,,Loss,11.03,0.15
11/24/2013,Stony Brook,Away,104,Detroit,102,Home,,Win,5.58,0.25
11/24/2013,Detroit,Home,102,Stony Brook,104,Away,,Loss,0.25,5.58
11/24/2013,St Mary's CA,Home,72,Alcorn St,55,Away,,Win,6.24,-3.74
11/24/2013,Alcorn St,Away,55,St Mary's CA,72,Home,,Loss,-3.74,6.24
11/24/2013,Southern Miss,Home,99,Wm Carey,54,Away,,Win,9.36,0.00
11/24/2013,Wm Carey,Away,54,Southern Miss,99,Home,,Loss,0.00,9.36
11/24/2013,Arkansas St,Home,99,Cent Arkansas,56,Away,,Win,4.16,-6.72
11/24/2013,Cent Arkansas,Away,56,Arkansas St,99,Home,,Loss,-6.72,4.16
11/24/2013,Texas A&M,Home,79,Sam Houston St,62,Away,,Win,1.72,6.03
11/24/2013,Sam Houston St,Away,62,Texas A&M,79,Home,,Loss,6.03,1.72
11/24/2013,Missouri St,Home,81,Hampton,67,Away,,Win,0.44,2.97
11/24/2013,Hampton,Away,67,Missouri St,81,Home,,Loss,2.97,0.44
11/25/2013,New Mexico St,Home,79,Bethune-Cookman,56,Away,,Win,10.31,-6.88
11/25/2013,Bethune-Cookman,Away,56,New Mexico St,79,Home,,Loss,-6.88,10.31
11/25/2013,Colorado St,Home,95,Prairie View,68,Away,,Win,3.66,-7.68
11/25/2013,Prairie View,Away,68,Colorado St,95,Home,,Loss,-7.68,3.66
11/25/2013,Arizona St,Home,79,Marquette,77,Away,,Win,6.16,3.47
11/25/2013,Marquette,Away,77,Arizona St,79,Home,,Loss,3.47,6.16
11/25/2013,Seattle,Home,69,UC Riverside,68,Away,,Win,0.67,-3.13
11/25/2013,UC Riverside,Away,68,Seattle,69,Home,,Loss,-3.13,0.67
11/25/2013,Stanford,Away,86,Houston,76,Away,Neutral Site,Win,4.88,-1.94
11/25/2013,Houston,Away,76,Stanford,86,Away,Neutral Site,Loss,-1.94,4.88
11/25/2013,Baylor,Away,93,Chaminade,77,Away,Neutral Site,Win,6.83,0.00
11/25/2013,Chaminade,Away,77,Baylor,93,Away,Neutral Site,Loss,0.00,6.83
11/25/2013,Iowa St,Home,110,Missouri KC,51,Away,,Win,8.97,-7.00
11/25/2013,Missouri KC,Away,51,Iowa St,110,Home,,Loss,-7.00,8.97
11/25/2013,Pittsburgh,Away,76,Texas Tech,53,Away,Neutral Site,Win,10.12,0.00
11/25/2013,Texas Tech,Away,53,Pittsburgh,76,Away,Neutral Site,Loss,0.00,10.12
11/25/2013,NE Omaha,Away,83,S Carolina St,67,Home,,Win,5.40,-9.90
11/25/2013,S Carolina St,Home,67,NE Omaha,83,Away,,Loss,-9.90,5.40
11/25/2013,Lipscomb,Away,95,TN Martin,84,Home,,Win,-2.63,-7.16
11/25/2013,TN Martin,Home,84,Lipscomb,95,Away,,Loss,-7.16,-2.63
11/25/2013,Southern Univ,Home,76,Blue Mtn,59,Away,,Win,5.38,0.00
11/25/2013,Blue Mtn,Away,59,Southern Univ,76,Home,,Loss,0.00,5.38
11/25/2013,Northwestern,Home,72,Gardner Webb,59,Away,,Win,-3.85,3.52
11/25/2013,Gardner Webb,Away,59,Northwestern,72,Home,,Loss,3.52,-3.85
11/25/2013,Rhode Island,Home,73,UNC Asheville,56,Away,,Win,-0.28,1.94
11/25/2013,UNC Asheville,Away,56,Rhode Island,73,Home,,Loss,1.94,-0.28
11/25/2013,Canisius,Away,79,Georgia St,71,Away,Neutral Site,Win,3.09,10.13
11/25/2013,Georgia St,Away,71,Canisius,79,Away,Neutral Site,Loss,10.13,3.09
11/25/2013,East Carolina,Away,91,McNeese St,62,Away,Neutral Site,Win,2.42,-7.97
11/25/2013,McNeese St,Away,62,East Carolina,91,Away,Neutral Site,Loss,-7.97,2.42
11/25/2013,Maryland,Away,56,Providence,52,Away,Neutral Site,Win,3.25,3.68
11/25/2013,Providence,Away,52,Maryland,56,Away,Neutral Site,Loss,3.68,3.25
11/25/2013,Northern Iowa,Away,65,La Salle,50,Away,Neutral Site,Win,3.45,-0.65
11/25/2013,La Salle,Away,50,Northern Iowa,65,Away,Neutral Site,Loss,-0.65,3.45
11/25/2013,Metro St,Away,75,Elon,74,Home,,Win,0.00,3.47
11/25/2013,Elon,Home,74,Metro St,75,Away,,Loss,3.47,0.00
11/25/2013,Vanderbilt,Away,77,Loy Marymount,68,Away,Neutral Site,Win,-0.97,-3.84
11/25/2013,Loy Marymount,Away,68,Vanderbilt,77,Away,Neutral Site,Loss,-3.84,-0.97
11/25/2013,SC Upstate,Home,94,B Jones,67,Away,,Win,4.42,0.00
11/25/2013,B Jones,Away,67,SC Upstate,94,Home,,Loss,0.00,4.42
11/25/2013,Dayton,Away,84,Gonzaga,79,Away,Neutral Site,Win,5.76,11.88
11/25/2013,Gonzaga,Away,79,Dayton,84,Away,Neutral Site,Loss,11.88,5.76
11/25/2013,Morgan St,Away,74,Marist,67,Away,Neutral Site,Win,-0.77,-3.68
11/25/2013,Marist,Away,67,Morgan St,74,Away,Neutral Site,Loss,-3.68,-0.77
11/25/2013,Rutgers,Home,116,Stillman,89,Away,,Win,-5.09,0.00
11/25/2013,Stillman,Away,89,Rutgers,116,Home,,Loss,0.00,-5.09
11/25/2013,Norfolk St,Away,70,F Dickinson,62,Away,Neutral Site,Win,1.03,-6.48
11/25/2013,F Dickinson,Away,62,Norfolk St,70,Away,Neutral Site,Loss,-6.48,1.03
11/25/2013,Lehigh,Away,67,TX Southern,63,Away,Neutral Site,Win,-2.69,2.55
11/25/2013,TX Southern,Away,63,Lehigh,67,Away,Neutral Site,Loss,2.55,-2.69
11/25/2013,Jacksonville St,Away,76,Alabama A&M,69,Home,,Win,-5.23,-2.47
11/25/2013,Alabama A&M,Home,69,Jacksonville St,76,Away,,Loss,-2.47,-5.23
11/25/2013,South Dakota,Away,57,Texas St,56,Home,,Win,-2.27,-4.65
11/25/2013,Texas St,Home,56,South Dakota,57,Away,,Loss,-4.65,-2.27
11/25/2013,California,Away,85,Arkansas,77,Away,Neutral Site,Win,2.88,9.03
11/25/2013,Arkansas,Away,77,California,85,Away,Neutral Site,Loss,9.03,2.88
11/25/2013,Wichita St,Away,90,DePaul,72,Away,Neutral Site,Win,15.88,-5.97
11/25/2013,DePaul,Away,72,Wichita St,90,Away,Neutral Site,Loss,-5.97,15.88
11/25/2013,S Dakota St,Home,77,Howard,65,Away,,Win,4.00,-9.82
11/25/2013,Howard,Away,65,S Dakota St,77,Home,,Loss,-9.82,4.00
11/25/2013,IL Chicago,Away,74,San Diego,70,Away,Neutral Site,Win,-5.71,2.09
11/25/2013,San Diego,Away,70,IL Chicago,74,Away,Neutral Site,Loss,2.09,-5.71
11/25/2013,St Bonaventure,Away,83,S Illinois,71,Away,Neutral Site,Win,3.27,0.00
11/25/2013,S Illinois,Away,71,St Bonaventure,83,Away,Neutral Site,Loss,0.00,3.27
11/25/2013,Wagner,Away,81,Stetson,64,Away,Neutral Site,Win,3.06,-10.84
11/25/2013,Stetson,Away,64,Wagner,81,Away,Neutral Site,Loss,-10.84,3.06
11/25/2013,Louisiana Tech,Away,99,UNC Greensboro,62,Away,Neutral Site,Win,15.65,-3.31
11/25/2013,UNC Greensboro,Away,62,Louisiana Tech,99,Away,Neutral Site,Loss,-3.31,15.65
11/25/2013,Delaware,Away,80,Delaware St,70,Home,,Win,4.38,-3.30
11/25/2013,Delaware St,Home,70,Delaware,80,Away,,Loss,-3.30,4.38
11/25/2013,Kentucky,Home,68,Cleveland St,61,Away,,Win,9.26,7.06
11/25/2013,Cleveland St,Away,61,Kentucky,68,Home,,Loss,7.06,9.26
11/25/2013,Xavier,Home,93,Abilene Chr,65,Away,,Win,4.27,-0.45
11/25/2013,Abilene Chr,Away,65,Xavier,93,Home,,Loss,-0.45,4.27
11/25/2013,Quinnipiac,Away,102,Maine,61,Home,,Win,2.39,-10.79
11/25/2013,Maine,Home,61,Quinnipiac,102,Away,,Loss,-10.79,2.39
11/25/2013,Florida,Away,86,Jacksonville,60,Home,,Win,12.79,-5.13
11/25/2013,Jacksonville,Home,60,Florida,86,Away,,Loss,-5.13,12.79
11/25/2013,Coppin St,Home,96,Ohio Valley,79,Away,,Win,-5.38,0.00
11/25/2013,Ohio Valley,Away,79,Coppin St,96,Home,,Loss,0.00,-5.38
11/25/2013,BYU,Away,86,Texas,82,Away,Neutral Site,Win,7.18,4.09
11/25/2013,Texas,Away,82,BYU,86,Away,Neutral Site,Loss,4.09,7.18
11/25/2013,Citadel,Home,109,Montreat And,64,Away,,Win,-7.33,0.00
11/25/2013,Montreat And,Away,64,Citadel,109,Home,,Loss,0.00,-7.33
11/25/2013,Oklahoma St,Away,93,South Florida,67,Home,,Win,11.24,-5.13
11/25/2013,South Florida,Home,67,Oklahoma St,93,Away,,Loss,-5.13,11.24
11/25/2013,Syracuse,Away,75,Minnesota,67,Away,Neutral Site,Win,8.66,3.42
11/25/2013,Minnesota,Away,67,Syracuse,75,Away,Neutral Site,Loss,3.42,8.66
11/25/2013,Fresno St,Home,92,San Diego Chr,59,Away,,Win,1.91,0.00
11/25/2013,San Diego Chr,Away,59,Fresno St,92,Home,,Loss,0.00,1.91
11/25/2013,Ohio St,Home,65,Wyoming,50,Away,,Win,10.03,3.47
11/25/2013,Wyoming,Away,50,Ohio St,65,Home,,Loss,3.47,10.03
11/25/2013,Radford,Away,86,Cornell,71,Home,,Win,4.48,-14.29
11/25/2013,Cornell,Home,71,Radford,86,Away,,Loss,-14.29,4.48
11/25/2013,Missouri,Home,78,IUPUI,64,Away,,Win,3.39,-8.03
11/25/2013,IUPUI,Away,64,Missouri,78,Home,,Loss,-8.03,3.39
11/26/2013,CS Sacramento,Away,73,UC Davis,67,Home,,Win,-0.30,-7.55
11/26/2013,UC Davis,Home,67,CS Sacramento,73,Away,,Loss,-7.55,-0.30
11/26/2013,Illinois,Away,61,UNLV,59,Home,,Win,2.09,5.79
11/26/2013,UNLV,Home,59,Illinois,61,Away,,Loss,5.79,2.09
11/26/2013,Washington,Home,83,Montana,79,Away,,Win,-0.19,1.77
11/26/2013,Montana,Away,79,Washington,83,Home,,Loss,1.77,-0.19
11/26/2013,Utah St,Away,77,Weber St,71,Home,,Win,2.59,6.73
11/26/2013,Weber St,Home,71,Utah St,77,Away,,Loss,6.73,2.59
11/26/2013,Oregon St,Home,101,Edwardsville,81,Away,,Win,0.29,-3.23
11/26/2013,Edwardsville,Away,81,Oregon St,101,Home,,Loss,-3.23,0.29
11/26/2013,Kennesaw,Home,73,Truett-McConnell,54,Away,,Win,-9.29,0.00
11/26/2013,Truett-McConnell,Away,54,Kennesaw,73,Home,,Loss,0.00,-9.29
11/26/2013,Syracuse,Away,92,California,81,Away,Neutral Site,Win,8.66,2.88
11/26/2013,California,Away,81,Syracuse,92,Away,Neutral Site,Loss,2.88,8.66
11/26/2013,W Carolina,Home,78,Limestone,69,Away,,Win,1.62,0.00
11/26/2013,Limestone,Away,69,W Carolina,78,Home,,Loss,0.00,1.62
11/26/2013,Montana St,Home,77,CS Northridge,62,Away,,Win,-1.81,-0.66
11/26/2013,CS Northridge,Away,62,Montana St,77,Home,,Loss,-0.66,-1.81
11/26/2013,SE Louisiana,Home,62,W Illinois,52,Away,,Win,-2.90,-1.40
11/26/2013,W Illinois,Away,52,SE Louisiana,62,Home,,Loss,-1.40,-2.90
11/26/2013,Cent Arkansas,Home,60,Troy,53,Away,,Win,-6.72,-1.61
11/26/2013,Troy,Away,53,Cent Arkansas,60,Home,,Loss,-1.61,-6.72
11/26/2013,SMU,Home,72,Sam Houston St,53,Away,,Win,9.09,6.03
11/26/2013,Sam Houston St,Away,53,SMU,72,Home,,Loss,6.03,9.09
11/26/2013,North Texas,Home,84,Incarnate Word,67,Away,,Win,-2.66,10.41
11/26/2013,Incarnate Word,Away,67,North Texas,84,Home,,Loss,10.41,-2.66
11/26/2013,WI Milwaukee,Home,89,Judson IL,56,Away,,Win,0.47,0.00
11/26/2013,Judson IL,Away,56,WI Milwaukee,89,Home,,Loss,0.00,0.47
11/26/2013,SF Austin,Home,98,Samford,78,Away,,Win,13.85,-5.88
11/26/2013,Samford,Away,78,SF Austin,98,Home,,Loss,-5.88,13.85
11/26/2013,Missouri St,Home,54,Liberty,52,Away,,Win,0.44,0.50
11/26/2013,Liberty,Away,52,Missouri St,54,Home,,Loss,0.50,0.44
11/26/2013,Middle Tenn St,Away,80,Murray St,62,Home,,Win,8.24,4.52
11/26/2013,Murray St,Home,62,Middle Tenn St,80,Away,,Loss,4.52,8.24
11/26/2013,Colgate,Away,98,Tulane,86,Home,,Win,2.42,-5.82
11/26/2013,Tulane,Home,86,Colgate,98,Away,,Loss,-5.82,2.42
11/26/2013,Valparaiso,Home,85,UCF,70,Away,,Win,4.79,-0.90
11/26/2013,UCF,Away,70,Valparaiso,85,Home,,Loss,-0.90,4.79
11/26/2013,Gonzaga,Away,113,Chaminade,81,Away,Neutral Site,Win,11.88,0.00
11/26/2013,Chaminade,Away,81,Gonzaga,113,Away,Neutral Site,Loss,0.00,11.88
11/26/2013,Rhode Island,Home,76,McNeese St,71,Away,,Win,-0.28,-7.97
11/26/2013,McNeese St,Away,71,Rhode Island,76,Home,,Loss,-7.97,-0.28
11/26/2013,Elon,Home,90,Georgia St,85,Away,,Win,3.47,10.13
11/26/2013,Georgia St,Away,85,Elon,90,Home,,Loss,10.13,3.47
11/26/2013,Texas Tech,Away,76,Houston,64,Away,Neutral Site,Win,0.00,-1.94
11/26/2013,Houston,Away,64,Texas Tech,76,Away,Neutral Site,Loss,-1.94,0.00
11/26/2013,F Dickinson,Away,73,Rutgers,72,Home,,Win,-6.48,-5.09
11/26/2013,Rutgers,Home,72,F Dickinson,73,Away,,Loss,-5.09,-6.48
11/26/2013,Texas,Away,77,DePaul,59,Away,Neutral Site,Win,4.09,-5.97
11/26/2013,DePaul,Away,59,Texas,77,Away,Neutral Site,Loss,-5.97,4.09
11/26/2013,Pittsburgh,Away,88,Stanford,67,Away,Neutral Site,Win,10.12,4.88
11/26/2013,Stanford,Away,67,Pittsburgh,88,Away,Neutral Site,Loss,4.88,10.12
11/26/2013,Charleston So,Home,105,Trinity Bap,58,Away,,Win,9.06,0.00
11/26/2013,Trinity Bap,Away,58,Charleston So,105,Home,,Loss,0.00,9.06
11/26/2013,St Bonaventure,Away,70,Wagner,67,Away,Neutral Site,Win,3.27,3.06
11/26/2013,Wagner,Away,67,St Bonaventure,70,Away,Neutral Site,Loss,3.06,3.27
11/26/2013,S Dakota St,Home,74,Lehigh,61,Away,,Win,4.00,-2.69
11/26/2013,Lehigh,Away,61,S Dakota St,74,Home,,Loss,-2.69,4.00
11/26/2013,TX Southern,Away,63,Howard,54,Away,Neutral Site,Win,2.55,-9.82
11/26/2013,Howard,Away,54,TX Southern,63,Away,Neutral Site,Loss,-9.82,2.55
11/26/2013,San Diego,Away,83,UNC Greensboro,71,Away,Neutral Site,Win,2.09,-3.31
11/26/2013,UNC Greensboro,Away,71,San Diego,83,Away,Neutral Site,Loss,-3.31,2.09
11/26/2013,Arkansas,Away,87,Minnesota,73,Away,Neutral Site,Win,9.03,3.42
11/26/2013,Minnesota,Away,73,Arkansas,87,Away,Neutral Site,Loss,3.42,9.03
11/26/2013,Wichita St,Away,75,BYU,62,Away,Neutral Site,Win,15.88,7.18
11/26/2013,BYU,Away,62,Wichita St,75,Away,Neutral Site,Loss,7.18,15.88
11/26/2013,Baylor,Away,67,Dayton,66,Away,Neutral Site,Win,6.83,5.76
11/26/2013,Dayton,Away,66,Baylor,67,Away,Neutral Site,Loss,5.76,6.83
11/26/2013,S Illinois,Away,67,Stetson,48,Away,Neutral Site,Win,0.00,-10.84
11/26/2013,Stetson,Away,48,S Illinois,67,Away,Neutral Site,Loss,-10.84,0.00
11/26/2013,Metro St,Away,83,Canisius,69,Away,Neutral Site,Win,0.00,3.09
11/26/2013,Canisius,Away,69,Metro St,83,Away,Neutral Site,Loss,3.09,0.00
11/26/2013,Louisiana Tech,Away,103,IL Chicago,78,Away,Neutral Site,Win,15.65,-5.71
11/26/2013,IL Chicago,Away,78,Louisiana Tech,103,Away,Neutral Site,Loss,-5.71,15.65
11/26/2013,Norfolk St,Away,105,Stillman,83,Away,Neutral Site,Win,1.03,0.00
11/26/2013,Stillman,Away,83,Norfolk St,105,Away,Neutral Site,Loss,0.00,1.03
11/26/2013,East Carolina,Away,81,UNC Asheville,70,Away,Neutral Site,Win,2.42,1.94
11/26/2013,UNC Asheville,Away,70,East Carolina,81,Away,Neutral Site,Loss,1.94,2.42
11/26/2013,Texas A&M,Home,88,Ark Pine Bluff,55,Away,,Win,1.72,-7.45
11/26/2013,Ark Pine Bluff,Away,55,Texas A&M,88,Home,,Loss,-7.45,1.72
11/26/2013,Bowling Green,Away,67,Presbyterian,45,Away,Neutral Site,Win,-1.50,-11.03
11/26/2013,Presbyterian,Away,45,Bowling Green,67,Away,Neutral Site,Loss,-11.03,-1.50
11/26/2013,Wisconsin,Away,63,St Louis,57,Away,Neutral Site,Win,8.97,8.78
11/26/2013,St Louis,Away,57,Wisconsin,63,Away,Neutral Site,Loss,8.78,8.97
11/26/2013,St John's,Home,65,Longwood,47,Away,,Win,5.63,-10.47
11/26/2013,Longwood,Away,47,St John's,65,Home,,Loss,-10.47,5.63
11/26/2013,Central Conn,Away,74,NJIT,71,Home,,Win,-6.70,1.66
11/26/2013,NJIT,Home,71,Central Conn,74,Away,,Loss,1.66,-6.70
11/26/2013,Oral Roberts,Away,67,Ga Southern,65,Away,Neutral Site,Win,2.12,-0.76
11/26/2013,Ga Southern,Away,65,Oral Roberts,67,Away,Neutral Site,Loss,-0.76,2.12
11/26/2013,Ark Little Rock,Home,90,S Arkansas,58,Away,,Win,-2.59,0.00
11/26/2013,S Arkansas,Away,58,Ark Little Rock,90,Home,,Loss,0.00,-2.59
11/26/2013,Belmont,Home,102,Brescia,68,Away,,Win,5.88,0.00
11/26/2013,Brescia,Away,68,Belmont,102,Home,,Loss,0.00,5.88
11/26/2013,West Virginia,Away,78,Old Dominion,60,Away,Neutral Site,Win,4.25,-1.03
11/26/2013,Old Dominion,Away,60,West Virginia,78,Away,Neutral Site,Loss,-1.03,4.25
11/26/2013,C Michigan,Away,68,TAM C. Christi,64,Home,,Win,-1.35,1.75
11/26/2013,TAM C. Christi,Home,64,C Michigan,68,Away,,Loss,1.75,-1.35
