Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Differential,Opponent Differential
11/8/2013,Illinois,Home,80,Alabama St,63,Away,,Win,2.09,2.00
11/8/2013,Alabama St,Away,63,Illinois,80,Home,,Loss,2.00,2.09
11/8/2013,Mississippi St,Home,71,Prairie View,56,Away,,Win,-3.61,-7.68
11/8/2013,Prairie View,Away,56,Mississippi St,71,Home,,Loss,-7.68,-3.61
11/8/2013,Kansas,Home,80,ULM,63,Away,,Win,9.15,-4.19
11/8/2013,ULM,Away,63,Kansas,80,Home,,Loss,-4.19,9.15
11/8/2013,Loyola MD,Away,79,Binghamton,74,Home,,Win,-6.70,-10.00
11/8/2013,Binghamton,Home,74,Loyola MD,79,Away,,Loss,-10.00,-6.70
11/8/2013,Marshall,Home,85,S Carolina St,69,Away,,Win,0.30,-9.90
11/8/2013,S Carolina St,Away,69,Marshall,85,Home,,Loss,-9.90,0.30
11/8/2013,Marquette,Home,63,Southern Univ,56,Away,,Win,3.47,5.38
11/8/2013,Southern Univ,Away,56,Marquette,63,Home,,Loss,5.38,3.47
11/8/2013,Sam Houston St,Away,77,TX Pan American,73,Home,,Win,6.03,-5.03
11/8/2013,TX Pan American,Home,73,Sam Houston St,77,Away,,Loss,-5.03,6.03
11/8/2013,West Virginia,Home,77,Mt St Mary's,62,Away,,Win,4.25,-1.72
11/8/2013,Mt St Mary's,Away,62,West Virginia,77,Home,,Loss,-1.72,4.25
11/8/2013,SF Austin,Home,90,UT Tyler,64,Away,,Win,13.85,0.00
11/8/2013,UT Tyler,Away,64,SF Austin,90,Home,,Loss,0.00,13.85
11/8/2013,Samford,Home,79,Martin Meth,62,Away,,Win,-5.88,0.00
11/8/2013,Martin Meth,Away,62,Samford,79,Home,,Loss,0.00,-5.88
11/8/2013,Mississippi,Home,69,Troy,54,Away,,Win,2.48,-1.61
11/8/2013,Troy,Away,54,Mississippi,69,Home,,Loss,-1.61,2.48
11/8/2013,Texas Tech,Home,76,Houston Bap,61,Away,,Win,0.00,-9.10
11/8/2013,Houston Bap,Away,61,Texas Tech,76,Home,,Loss,-9.10,0.00
11/8/2013,Loyola-Chicago,Home,76,WI Milwaukee,72,Away,,Win,-2.94,0.47
11/8/2013,WI Milwaukee,Away,72,Loyola-Chicago,76,Home,,Loss,0.47,-2.94
11/8/2013,Liberty,Home,74,Randolph Col,53,Away,,Win,0.50,0.00
11/8/2013,Randolph Col,Away,53,Liberty,74,Home,,Loss,0.00,0.50
11/8/2013,NE Omaha,Away,68,N Illinois,66,Home,,Win,5.40,-0.63
11/8/2013,N Illinois,Home,66,NE Omaha,68,Away,,Loss,-0.63,5.40
11/8/2013,N Dakota St,Home,93,Viterbo,49,Away,,Win,11.03,0.00
11/8/2013,Viterbo,Away,49,N Dakota St,93,Home,,Loss,0.00,11.03
11/8/2013,Utah,Home,128,Evergreen St,44,Away,,Win,11.53,0.00
11/8/2013,Evergreen St,Away,44,Utah,128,Home,,Loss,0.00,11.53
11/8/2013,UAB,Home,76,Columbus St,56,Away,,Win,2.77,0.00
11/8/2013,Columbus St,Away,56,UAB,76,Home,,Loss,0.00,2.77
11/8/2013,Auburn,Home,76,Nicholls St,54,Away,,Win,-0.37,-4.41
11/8/2013,Nicholls St,Away,54,Auburn,76,Home,,Loss,-4.41,-0.37
11/8/2013,Arizona St,Home,96,UMBC,61,Away,,Win,6.16,-7.23
11/8/2013,UMBC,Away,61,Arizona St,96,Home,,Loss,-7.23,6.16
11/8/2013,Arkansas,Home,99,Edwardsville,65,Away,,Win,9.03,-3.23
11/8/2013,Edwardsville,Away,65,Arkansas,99,Home,,Loss,-3.23,9.03
11/8/2013,Youngstown St,Away,73,Kennesaw,57,Home,,Win,2.84,-9.29
11/8/2013,Kennesaw,Home,57,Youngstown St,73,Away,,Loss,-9.29,2.84
11/8/2013,Furman,Home,66,Sewanee,49,Away,,Win,-8.03,0.00
11/8/2013,Sewanee,Away,49,Furman,66,Home,,Loss,0.00,-8.03
11/8/2013,Loy Marymount,Away,78,Grand Canyon,75,Away,Neutral Site,Win,-3.84,0.45
11/8/2013,Grand Canyon,Away,75,Loy Marymount,78,Away,Neutral Site,Loss,0.45,-3.84
11/8/2013,Elon,Home,114,Wash & Lee,64,Away,,Win,3.47,0.00
11/8/2013,Wash & Lee,Away,64,Elon,114,Home,,Loss,0.00,3.47
11/8/2013,Oklahoma St,Home,117,MS Valley St,62,Away,,Win,11.24,-9.03
11/8/2013,MS Valley St,Away,62,Oklahoma St,117,Home,,Loss,-9.03,11.24
11/8/2013,Creighton,Home,107,Alcorn St,61,Away,,Win,12.12,-3.74
11/8/2013,Alcorn St,Away,61,Creighton,107,Home,,Loss,-3.74,12.12
11/8/2013,Texas A&M,Home,82,Buffalo,58,Away,,Win,1.72,6.21
11/8/2013,Buffalo,Away,58,Texas A&M,82,Home,,Loss,6.21,1.72
11/8/2013,Villanova,Home,75,Lafayette,59,Away,,Win,11.94,-3.32
11/8/2013,Lafayette,Away,59,Villanova,75,Home,,Loss,-3.32,11.94
11/8/2013,Bradley,Home,72,Jacksonville St,65,Away,,Win,-2.41,-5.23
11/8/2013,Jacksonville St,Away,65,Bradley,72,Home,,Loss,-5.23,-2.41
11/8/2013,Florida St,Home,91,Jacksonville,67,Away,,Win,4.56,-5.13
11/8/2013,Jacksonville,Away,67,Florida St,91,Home,,Loss,-5.13,4.56
11/8/2013,East Carolina,Home,97,NC Wesleyan,51,Away,,Win,2.42,0.00
11/8/2013,NC Wesleyan,Away,51,East Carolina,97,Home,,Loss,0.00,2.42
11/8/2013,Missouri,Home,89,SE Louisiana,53,Away,,Win,3.39,-2.90
11/8/2013,SE Louisiana,Away,53,Missouri,89,Home,,Loss,-2.90,3.39
11/8/2013,Houston,Home,76,Texas St,70,Away,,Win,-1.94,-4.65
11/8/2013,Texas St,Away,70,Houston,76,Home,,Loss,-4.65,-1.94
11/8/2013,Portland,Home,100,UC Davis,83,Away,,Win,3.03,-7.55
11/8/2013,UC Davis,Away,83,Portland,100,Home,,Loss,-7.55,3.03
11/8/2013,CS Northridge,Home,86,Hope Intl,74,Away,,Win,-0.66,0.00
11/8/2013,Hope Intl,Away,74,CS Northridge,86,Home,,Loss,0.00,-0.66
11/8/2013,Hawaii,Home,85,Tennessee St,55,Away,,Win,6.74,-6.80
11/8/2013,Tennessee St,Away,55,Hawaii,85,Home,,Loss,-6.80,6.74
11/8/2013,CS Sacramento,Home,73,UC Santa Cruz,43,Away,,Win,-0.30,0.00
11/8/2013,UC Santa Cruz,Away,43,CS Sacramento,73,Home,,Loss,0.00,-0.30
11/8/2013,St Francis NY,Away,66,Miami FL,62,Home,,Win,2.13,1.97
11/8/2013,Miami FL,Home,62,St Francis NY,66,Away,,Loss,1.97,2.13
11/8/2013,San Diego,Home,74,S Dakota St,70,Away,,Win,2.09,4.00
11/8/2013,S Dakota St,Away,70,San Diego,74,Home,,Loss,4.00,2.09
11/8/2013,Santa Barbara,Home,76,Hawaii Pacific,50,Away,,Win,5.90,0.00
11/8/2013,Hawaii Pacific,Away,50,Santa Barbara,76,Home,,Loss,0.00,5.90
11/8/2013,San Francisco,Home,95,Notre Dame CA,57,Away,,Win,3.75,0.00
11/8/2013,Notre Dame CA,Away,57,San Francisco,95,Home,,Loss,0.00,3.75
11/8/2013,W Carolina,Home,77,Wittenberg,55,Away,,Win,1.62,0.00
11/8/2013,Wittenberg,Away,55,W Carolina,77,Home,,Loss,0.00,1.62
11/8/2013,North Texas,Home,72,Northwood TX,67,Away,,Win,-2.66,0.00
11/8/2013,Northwood TX,Away,67,North Texas,72,Home,,Loss,0.00,-2.66
11/8/2013,Santa Clara,Home,84,Bethesda,39,Away,,Win,0.45,0.00
11/8/2013,Bethesda,Away,39,Santa Clara,84,Home,,Loss,0.00,0.45
11/8/2013,Charleston So,Home,130,Johnson Bib,51,Away,,Win,9.06,0.00
11/8/2013,Johnson Bib,Away,51,Charleston So,130,Home,,Loss,0.00,9.06
11/8/2013,California,Home,83,Coppin St,64,Away,,Win,2.88,-5.38
11/8/2013,Coppin St,Away,64,California,83,Home,,Loss,-5.38,2.88
11/8/2013,St Mary's CA,Home,83,Louisiana Tech,70,Away,,Win,6.24,15.65
11/8/2013,Louisiana Tech,Away,70,St Mary's CA,83,Home,,Loss,15.65,6.24
11/8/2013,W Michigan,Away,70,New Mexico St,64,Away,Neutral Site,Win,5.06,10.31
11/8/2013,New Mexico St,Away,64,W Michigan,70,Away,Neutral Site,Loss,10.31,5.06
11/8/2013,UCLA,Home,72,Drexel,67,Away,,Win,11.06,1.47
11/8/2013,Drexel,Away,67,UCLA,72,Home,,Loss,1.47,11.06
11/8/2013,Fresno St,Away,98,UC Irvine,97,Home,,Win,1.91,7.38
11/8/2013,UC Irvine,Home,97,Fresno St,98,Away,,Loss,7.38,1.91
11/8/2013,North Carolina,Home,84,Oakland,61,Away,,Win,7.25,-3.00
11/8/2013,Oakland,Away,61,North Carolina,84,Home,,Loss,-3.00,7.25
11/8/2013,Valparaiso,Home,77,Murray St,74,Away,,Win,4.79,4.52
11/8/2013,Murray St,Away,74,Valparaiso,77,Home,,Loss,4.52,4.79
11/8/2013,N Colorado,Away,60,Kansas St,58,Home,,Win,4.10,4.00
11/8/2013,Kansas St,Home,58,N Colorado,60,Away,,Loss,4.00,4.10
11/8/2013,Southern Utah,Home,85,Arizona Chr,78,Away,,Win,-15.90,0.00
11/8/2013,Arizona Chr,Away,78,Southern Utah,85,Home,,Loss,0.00,-15.90
11/8/2013,UCF,Home,97,Tampa,72,Away,,Win,-0.90,0.00
11/8/2013,Tampa,Away,72,UCF,97,Home,,Loss,0.00,-0.90
11/8/2013,TAM C. Christi,Home,79,Huston-Tillot,45,Away,,Win,1.75,0.00
11/8/2013,Huston-Tillot,Away,45,TAM C. Christi,79,Home,,Loss,0.00,1.75
11/8/2013,Southern Miss,Home,67,Jackson St,51,Away,,Win,9.36,-2.90
11/8/2013,Jackson St,Away,51,Southern Miss,67,Home,,Loss,-2.90,9.36
11/8/2013,Northwestern LA,Home,92,Le Tourneau,76,Away,,Win,2.81,0.00
11/8/2013,Le Tourneau,Away,76,Northwestern LA,92,Home,,Loss,0.00,2.81
11/8/2013,Stanford,Home,72,Bucknell,68,Away,,Win,4.88,1.83
11/8/2013,Bucknell,Away,68,Stanford,72,Home,,Loss,1.83,4.88
11/8/2013,Arizona,Home,73,Cal Poly SLO,62,Away,,Win,11.97,-0.22
11/8/2013,Cal Poly SLO,Away,62,Arizona,73,Home,,Loss,-0.22,11.97
11/8/2013,Washington St,Home,62,CS Bakersfield,56,Away,,Win,-1.52,0.78
11/8/2013,CS Bakersfield,Away,56,Washington St,62,Home,,Loss,0.78,-1.52
11/8/2013,Boise St,Home,116,UT Arlington,87,Away,,Win,7.18,-1.41
11/8/2013,UT Arlington,Away,87,Boise St,116,Home,,Loss,-1.41,7.18
11/8/2013,Utah St,Home,78,USC,65,Away,,Win,2.59,-4.75
11/8/2013,USC,Away,65,Utah St,78,Home,,Loss,-4.75,2.59
11/8/2013,Tulane,Home,75,NJIT,64,Away,,Win,-5.82,1.66
11/8/2013,NJIT,Away,64,Tulane,75,Home,,Loss,1.66,-5.82
11/8/2013,Iowa,Home,82,UNC Wilmington,39,Away,,Win,11.91,-6.34
11/8/2013,UNC Wilmington,Away,39,Iowa,82,Home,,Loss,-6.34,11.91
11/8/2013,Utah Valley,Home,74,IUPUI,66,Away,,Win,2.61,-8.03
11/8/2013,IUPUI,Away,66,Utah Valley,74,Home,,Loss,-8.03,2.61
11/8/2013,Rhode Island,Home,97,Maine,77,Away,,Win,-0.28,-10.79
11/8/2013,Maine,Away,77,Rhode Island,97,Home,,Loss,-10.79,-0.28
11/8/2013,BYU,Home,81,Weber St,72,Away,,Win,7.18,6.73
11/8/2013,Weber St,Away,72,BYU,81,Home,,Loss,6.73,7.18
11/8/2013,SMU,Away,69,TCU,61,Away,Neutral Site,Win,9.09,-8.84
11/8/2013,TCU,Away,61,SMU,69,Away,Neutral Site,Loss,-8.84,9.09
11/8/2013,San Diego St,Home,77,UC Riverside,41,Away,,Win,13.97,-3.13
11/8/2013,UC Riverside,Away,41,San Diego St,77,Home,,Loss,-3.13,13.97
11/8/2013,Wyoming,Home,78,TN Martin,60,Away,,Win,3.47,-7.16
11/8/2013,TN Martin,Away,60,Wyoming,78,Home,,Loss,-7.16,3.47
11/8/2013,Wisconsin,Away,86,St John's,75,Away,Neutral Site,Win,8.97,5.63
11/8/2013,St John's,Away,75,Wisconsin,86,Away,Neutral Site,Loss,5.63,8.97
11/8/2013,Baylor,Away,72,Colorado,60,Away,Neutral Site,Win,6.83,2.91
11/8/2013,Colorado,Away,60,Baylor,72,Away,Neutral Site,Loss,2.91,6.83
11/8/2013,Austin Peay,Home,84,Oakland City,69,Away,,Win,-2.70,0.00
11/8/2013,Oakland City,Away,69,Austin Peay,84,Home,,Loss,0.00,-2.70
11/8/2013,Air Force,Away,79,Army,68,Away,Neutral Site,Win,-3.13,-0.81
11/8/2013,Army,Away,68,Air Force,79,Away,Neutral Site,Loss,-0.81,-3.13
11/8/2013,Chattanooga,Home,119,Covenant,56,Away,,Win,1.97,0.00
11/8/2013,Covenant,Away,56,Chattanooga,119,Home,,Loss,0.00,1.97
11/8/2013,E Kentucky,Away,83,Florida Intl,61,Away,Neutral Site,Win,8.39,-1.35
11/8/2013,Florida Intl,Away,61,E Kentucky,83,Away,Neutral Site,Loss,-1.35,8.39
11/8/2013,Connecticut,Away,78,Maryland,77,Away,Neutral Site,Win,8.74,3.25
11/8/2013,Maryland,Away,77,Connecticut,78,Away,Neutral Site,Loss,3.25,8.74
11/8/2013,Providence,Home,82,Boston College,78,Away,,Win,3.68,-4.91
11/8/2013,Boston College,Away,78,Providence,82,Home,,Loss,-4.91,3.68
11/8/2013,UNLV,Home,67,Portland St,48,Away,,Win,5.79,1.00
11/8/2013,Portland St,Away,48,UNLV,67,Home,,Loss,1.00,5.79
11/8/2013,Florida,Home,77,North Florida,69,Away,,Win,12.79,-1.84
11/8/2013,North Florida,Away,69,Florida,77,Home,,Loss,-1.84,12.79
11/8/2013,VMI,Home,82,Citadel,71,Away,,Win,6.03,-7.33
11/8/2013,Citadel,Away,71,VMI,82,Home,,Loss,-7.33,6.03
11/8/2013,Pacific,Away,80,Nevada,78,Home,,Win,-2.07,-1.50
11/8/2013,Nevada,Home,78,Pacific,80,Away,,Loss,-1.50,-2.07
11/8/2013,Oklahoma,Away,82,Alabama,73,Away,Neutral Site,Win,6.28,0.63
11/8/2013,Alabama,Away,73,Oklahoma,82,Away,Neutral Site,Loss,0.63,6.28
11/8/2013,E Michigan,Home,77,Albion,45,Away,,Win,4.63,0.00
11/8/2013,Albion,Away,45,E Michigan,77,Home,,Loss,0.00,4.63
11/8/2013,Cincinnati,Home,74,NC Central,61,Away,,Win,10.39,15.39
11/8/2013,NC Central,Away,61,Cincinnati,74,Home,,Loss,15.39,10.39
11/8/2013,George Mason,Home,63,American Univ,60,Away,,Win,-2.55,5.31
11/8/2013,American Univ,Away,60,George Mason,63,Home,,Loss,5.31,-2.55
11/8/2013,Fordham,Home,87,St Francis PA,67,Away,,Win,-6.29,-7.55
11/8/2013,St Francis PA,Away,67,Fordham,87,Home,,Loss,-7.55,-6.29
11/8/2013,NC State,Home,98,Appalachian St,77,Away,,Win,1.32,-3.93
11/8/2013,Appalachian St,Away,77,NC State,98,Home,,Loss,-3.93,1.32
11/8/2013,G Washington,Home,76,Radford,54,Away,,Win,6.53,4.48
11/8/2013,Radford,Away,54,G Washington,76,Home,,Loss,4.48,6.53
11/8/2013,C Michigan,Home,101,Manchester,49,Away,,Win,-1.35,0.00
11/8/2013,Manchester,Away,49,C Michigan,101,Home,,Loss,0.00,-1.35
11/8/2013,Akron,Home,72,Coastal Car,63,Away,,Win,1.88,4.33
11/8/2013,Coastal Car,Away,63,Akron,72,Home,,Loss,4.33,1.88
11/8/2013,St Louis,Home,87,SE Missouri St,64,Away,,Win,8.78,4.38
11/8/2013,SE Missouri St,Away,64,St Louis,87,Home,,Loss,4.38,8.78
11/8/2013,Minnesota,Home,81,Lehigh,62,Away,,Win,3.42,-2.69
11/8/2013,Lehigh,Away,62,Minnesota,81,Home,,Loss,-2.69,3.42
11/8/2013,Nebraska,Home,79,FL Gulf Coast,55,Away,,Win,2.13,5.00
11/8/2013,FL Gulf Coast,Away,55,Nebraska,79,Home,,Loss,5.00,2.13
11/8/2013,Emporia St,Away,81,Missouri KC,76,Home,,Win,0.00,-7.00
11/8/2013,Missouri KC,Home,76,Emporia St,81,Away,,Loss,-7.00,0.00
11/8/2013,Charlotte,Home,80,ETSU,75,Away,,Win,-0.19,0.58
11/8/2013,ETSU,Away,75,Charlotte,80,Home,,Loss,0.58,-0.19
11/8/2013,Monmouth NJ,Away,88,Hofstra,84,Home,,Win,-4.06,-4.67
11/8/2013,Hofstra,Home,84,Monmouth NJ,88,Away,,Loss,-4.67,-4.06
11/8/2013,South Alabama,Home,74,Detroit,58,Away,,Win,-1.48,0.25
11/8/2013,Detroit,Away,58,South Alabama,74,Home,,Loss,0.25,-1.48
11/8/2013,Stony Brook,Home,71,Marist,55,Away,,Win,5.58,-3.68
11/8/2013,Marist,Away,55,Stony Brook,71,Home,,Loss,-3.68,5.58
11/8/2013,Oregon,Away,82,Georgetown,75,Away,Neutral Site,Win,7.84,2.84
11/8/2013,Georgetown,Away,75,Oregon,82,Away,Neutral Site,Loss,2.84,7.84
11/8/2013,Kent,Home,84,Ohio Northern,48,Away,,Win,1.25,0.00
11/8/2013,Ohio Northern,Away,48,Kent,84,Home,,Loss,0.00,1.25
11/8/2013,VA Commonwealth,Home,96,Illinois St,58,Away,,Win,10.12,-0.35
11/8/2013,Illinois St,Away,58,VA Commonwealth,96,Home,,Loss,-0.35,10.12
11/8/2013,NC A&T,Home,91,Greensboro,64,Away,,Win,-7.91,0.00
11/8/2013,Greensboro,Away,64,NC A&T,91,Home,,Loss,0.00,-7.91
11/8/2013,UNC Greensboro,Home,82,High Point,74,Away,,Win,-3.31,-1.43
11/8/2013,High Point,Away,74,UNC Greensboro,82,Home,,Loss,-1.43,-3.31
11/8/2013,Campbell,Home,87,Shenandoah,62,Away,,Win,-3.97,0.00
11/8/2013,Shenandoah,Away,62,Campbell,87,Home,,Loss,0.00,-3.97
11/8/2013,Missouri St,Away,79,Old Dominion,67,Home,,Win,0.44,-1.03
11/8/2013,Old Dominion,Home,67,Missouri St,79,Away,,Loss,-1.03,0.44
11/8/2013,Hampton,Home,77,William & Mary,69,Away,,Win,2.97,1.84
11/8/2013,William & Mary,Away,69,Hampton,77,Home,,Loss,1.84,2.97
11/8/2013,FL Atlantic,Home,86,Ave Maria,51,Away,,Win,-2.25,0.00
11/8/2013,Ave Maria,Away,51,FL Atlantic,86,Home,,Loss,0.00,-2.25
11/8/2013,Georgia Tech,Home,88,Presbyterian,57,Away,,Win,-0.12,-11.03
11/8/2013,Presbyterian,Away,57,Georgia Tech,88,Home,,Loss,-11.03,-0.12
11/8/2013,Colorado St,Home,99,Col Springs,70,Away,,Win,3.66,0.00
11/8/2013,Col Springs,Away,70,Colorado St,99,Home,,Loss,0.00,3.66
11/8/2013,Rutgers,Home,92,Florida A&M,84,Away,,Win,-5.09,-2.78
11/8/2013,Florida A&M,Away,84,Rutgers,92,Home,,Loss,-2.78,-5.09
11/8/2013,Towson,Home,72,Navy,45,Away,,Win,4.82,-4.57
11/8/2013,Navy,Away,45,Towson,72,Home,,Loss,-4.57,4.82
11/8/2013,Purdue,Home,77,N Kentucky,76,Away,,Win,0.59,-5.57
11/8/2013,N Kentucky,Away,76,Purdue,77,Home,,Loss,-5.57,0.59
11/8/2013,TX Southern,Home,95,Norfolk St,83,Away,,Win,2.55,1.03
11/8/2013,Norfolk St,Away,83,TX Southern,95,Home,,Loss,1.03,2.55
11/8/2013,Xavier,Home,83,Gardner Webb,59,Away,,Win,4.27,3.52
11/8/2013,Gardner Webb,Away,59,Xavier,83,Home,,Loss,3.52,4.27
11/8/2013,Albany NY,Away,74,Siena,62,Home,,Win,2.19,-1.72
11/8/2013,Siena,Home,62,Albany NY,74,Away,,Loss,-1.72,2.19
11/8/2013,Belmont,Away,87,Lipscomb,83,Home,,Win,5.88,-2.63
11/8/2013,Lipscomb,Home,83,Belmont,87,Away,,Loss,-2.63,5.88
11/8/2013,Michigan St,Home,98,McNeese St,56,Away,,Win,10.62,-7.97
11/8/2013,McNeese St,Away,56,Michigan St,98,Home,,Loss,-7.97,10.62
11/8/2013,Kentucky,Home,89,UNC Asheville,57,Away,,Win,9.26,1.94
11/8/2013,UNC Asheville,Away,57,Kentucky,89,Home,,Loss,1.94,9.26
11/8/2013,Duke,Home,111,Davidson,77,Away,,Win,11.56,6.09
11/8/2013,Davidson,Away,77,Duke,111,Home,,Loss,6.09,11.56
11/8/2013,Michigan,Home,69,MA Lowell,42,Away,,Win,9.03,-7.86
11/8/2013,MA Lowell,Away,42,Michigan,69,Home,,Loss,-7.86,9.03
11/8/2013,Georgia,Home,72,Wofford,52,Away,,Win,2.28,5.25
11/8/2013,Wofford,Away,52,Georgia,72,Home,,Loss,5.25,2.28
11/8/2013,Howard,Home,69,Washington MD,52,Away,,Win,-9.82,0.00
11/8/2013,Washington MD,Away,52,Howard,69,Home,,Loss,0.00,-9.82
11/8/2013,Notre Dame,Home,74,Miami OH,62,Away,,Win,1.41,-4.42
11/8/2013,Miami OH,Away,62,Notre Dame,74,Home,,Loss,-4.42,1.41
11/8/2013,Indiana,Home,100,Chicago St,72,Away,,Win,4.69,-6.47
11/8/2013,Chicago St,Away,72,Indiana,100,Home,,Loss,-6.47,4.69
11/8/2013,Texas,Home,76,Mercer,73,Away,,Win,4.09,12.91
11/8/2013,Mercer,Away,73,Texas,76,Home,,Loss,12.91,4.09
11/8/2013,Clemson,Home,71,Stetson,51,Away,,Win,5.38,-10.84
11/8/2013,Stetson,Away,51,Clemson,71,Home,,Loss,-10.84,5.38
11/8/2013,Virginia,Home,61,James Madison,41,Away,,Win,10.65,-5.45
11/8/2013,James Madison,Away,41,Virginia,61,Home,,Loss,-5.45,10.65
11/8/2013,Richmond,Home,71,Delaware,69,Away,,Win,1.39,4.38
11/8/2013,Delaware,Away,69,Richmond,71,Home,,Loss,4.38,1.39
11/8/2013,F Dickinson,Home,89,Caldwell,71,Away,,Win,-6.48,0.00
11/8/2013,Caldwell,Away,71,F Dickinson,89,Home,,Loss,0.00,-6.48
11/8/2013,Wake Forest,Home,89,Colgate,78,Away,,Win,-1.24,2.42
11/8/2013,Colgate,Away,78,Wake Forest,89,Home,,Loss,2.42,-1.24
11/8/2013,Pittsburgh,Home,88,Savannah St,55,Away,,Win,10.12,-2.78
11/8/2013,Savannah St,Away,55,Pittsburgh,88,Home,,Loss,-2.78,10.12
11/8/2013,Syracuse,Home,82,Cornell,60,Away,,Win,8.66,-14.29
11/8/2013,Cornell,Away,60,Syracuse,82,Home,,Loss,-14.29,8.66
11/9/2013,Drake,Away,61,IL Chicago,59,Home,,Win,0.03,-5.71
11/9/2013,IL Chicago,Home,59,Drake,61,Away,,Loss,-5.71,0.03
11/9/2013,New Hampshire,Home,94,Suffolk,70,Away,,Win,-7.00,0.00
11/9/2013,Suffolk,Away,70,New Hampshire,94,Home,,Loss,0.00,-7.00
11/9/2013,Robert Morris,Home,86,Savannah St,66,Away,,Win,0.29,-2.78
11/9/2013,Savannah St,Away,66,Robert Morris,86,Home,,Loss,-2.78,0.29
11/9/2013,DePaul,Home,96,Grambling,58,Away,,Win,-5.97,-14.24
11/9/2013,Grambling,Away,58,DePaul,96,Home,,Loss,-14.24,-5.97
11/9/2013,Northern Arizona,Away,74,UT San Antonio,63,Home,,Win,-1.41,-7.93
11/9/2013,UT San Antonio,Home,63,Northern Arizona,74,Away,,Loss,-7.93,-1.41
11/9/2013,Pepperdine,Home,81,San Diego Chr,68,Away,,Win,-1.32,0.00
11/9/2013,San Diego Chr,Away,68,Pepperdine,81,Home,,Loss,0.00,-1.32
11/9/2013,Fairfield,Home,67,Sacred Heart,54,Away,,Win,-6.56,-6.97
11/9/2013,Sacred Heart,Away,54,Fairfield,67,Home,,Loss,-6.97,-6.56
11/9/2013,Seton Hall,Home,83,Niagara,72,Away,,Win,1.97,-6.82
11/9/2013,Niagara,Away,72,Seton Hall,83,Home,,Loss,-6.82,1.97
11/9/2013,Chicago St,Home,77,Urbana,52,Away,,Win,-6.47,0.00
11/9/2013,Urbana,Away,52,Chicago St,77,Home,,Loss,0.00,-6.47
11/9/2013,Yale,Away,93,Central Conn,77,Away,Neutral Site,Win,0.46,-6.70
11/9/2013,Central Conn,Away,77,Yale,93,Away,Neutral Site,Loss,-6.70,0.46
11/9/2013,Loy Marymount,Away,98,S Dakota St,89,Away,Neutral Site,Win,-3.84,4.00
11/9/2013,S Dakota St,Away,89,Loy Marymount,98,Away,Neutral Site,Loss,4.00,-3.84
11/9/2013,St Joseph's PA,Away,74,Vermont,64,Home,,Win,4.33,10.66
11/9/2013,Vermont,Home,64,St Joseph's PA,74,Away,,Loss,10.66,4.33
11/9/2013,St Bonaventure,Home,68,South Dakota,46,Away,,Win,3.27,-2.27
11/9/2013,South Dakota,Away,46,St Bonaventure,68,Home,,Loss,-2.27,3.27
11/9/2013,Columbia,Home,73,MD E Shore,54,Away,,Win,4.84,-8.50
11/9/2013,MD E Shore,Away,54,Columbia,73,Home,,Loss,-8.50,4.84
11/9/2013,ULL,Home,101,Louisiana Col,67,Away,,Win,6.39,0.00
11/9/2013,Louisiana Col,Away,67,ULL,101,Home,,Loss,0.00,6.39
11/9/2013,Incarnate Word,Away,88,Northwood TX,72,Home,,Win,10.41,0.00
11/9/2013,Northwood TX,Home,72,Incarnate Word,88,Away,,Loss,0.00,10.41
11/9/2013,Hawaii,Home,78,W Michigan,68,Away,,Win,6.74,5.06
11/9/2013,W Michigan,Away,68,Hawaii,78,Home,,Loss,5.06,6.74
11/9/2013,New Mexico St,Away,70,Tennessee St,55,Away,Neutral Site,Win,10.31,-6.80
11/9/2013,Tennessee St,Away,55,New Mexico St,70,Away,Neutral Site,Loss,-6.80,10.31
11/9/2013,Army,Away,84,Citadel,69,Away,Neutral Site,Win,-0.81,-7.33
11/9/2013,Citadel,Away,69,Army,84,Away,Neutral Site,Loss,-7.33,-0.81
11/9/2013,WI Green Bay,Home,71,N Michigan,49,Away,,Win,10.67,0.00
11/9/2013,N Michigan,Away,49,WI Green Bay,71,Home,,Loss,0.00,10.67
11/9/2013,VMI,Home,71,Air Force,63,Away,,Win,6.03,-3.13
11/9/2013,Air Force,Away,63,VMI,71,Home,,Loss,-3.13,6.03
11/9/2013,Toledo,Home,102,Northwestern OH,55,Away,,Win,6.39,0.00
11/9/2013,Northwestern OH,Away,55,Toledo,102,Home,,Loss,0.00,6.39
11/9/2013,CS Fullerton,Away,84,Montana St,55,Home,,Win,-3.97,-1.81
11/9/2013,Montana St,Home,55,CS Fullerton,84,Away,,Loss,-1.81,-3.97
11/9/2013,San Diego,Home,70,Grand Canyon,59,Away,,Win,2.09,0.45
11/9/2013,Grand Canyon,Away,59,San Diego,70,Home,,Loss,0.45,2.09
11/9/2013,Northwestern,Home,72,E Illinois,55,Away,,Win,-3.85,-5.87
11/9/2013,E Illinois,Away,55,Northwestern,72,Home,,Loss,-5.87,-3.85
11/9/2013,UTEP,Home,84,Loyola NO,49,Away,,Win,6.06,0.00
11/9/2013,Loyola NO,Away,49,UTEP,84,Home,,Loss,0.00,6.06
11/9/2013,Idaho St,Home,99,Evergreen St,62,Away,,Win,0.62,0.00
11/9/2013,Evergreen St,Away,62,Idaho St,99,Home,,Loss,0.00,0.62
